event_id,created_at,user_id,error_type,context,candidates_shown,clicked_id,contacted_id,chosen_id,solved,user_rating,time_to_resolution_days,comment
430,2025-09-14 20:39:33,user_60,PSU / Power Issue,"{'budget': 'low', 'urgency': 'high', 'district': 'Monaragala'}","['HAM130', 'KAN051', 'RAT356', 'MON335', 'MAT106', 'NUW083']",HAM130,,MON335,True,5,3.67,
431,2025-09-05 20:45:33,user_90,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Anuradhapura'}","['POL302', 'MAT118', 'ANU295', 'KAL039', 'POL305', 'PUT273']",ANU295,,ANU295,True,5,1.64,
432,2025-09-07 02:00:33,user_86,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['GAM020', 'BAT232', 'MAN166', 'MAT111', 'GAL095', 'NUW088', 'KAL039', 'KAL033']",NUW088,,NUW088,True,5,2.01,
433,2025-09-05 01:44:33,user_15,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'low', 'district': 'Vavuniya'}","['VAV198', 'MAT075', 'KAN047', 'KEG362', 'JAF139']",VAV198,,VAV198,True,5,3.88,
434,2025-08-14 00:50:33,user_92,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Ampara'}","['VAV200', 'VAV201', 'KAL036', 'BAD325', 'NUW083', 'RAT360', 'AMP253', 'KAL045']",VAV200,,AMP253,True,4,2.53,
435,2025-09-03 05:11:33,user_46,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Ampara'}","['BAD324', 'COL013', 'AMP243', 'POL315', 'TRI219', 'NUW076', 'MAT068']",POL315,AMP243,AMP243,True,5,3.11,
436,2025-08-24 03:38:33,user_28,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Batticaloa'}","['GAM017', 'MAT112', 'ANU295', 'BAD319', 'BAT226', 'MON331', 'HAM127', 'KAN054']",BAT226,BAT226,BAT226,True,5,3.94,
437,2025-09-05 19:21:33,user_78,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'high', 'district': 'Vavuniya'}","['KEG362', 'KAL038', 'MON339', 'HAM123', 'VAV207', 'MAT067', 'BAT229']",VAV207,HAM123,VAV207,True,5,0.59,
438,2025-09-09 00:18:33,user_41,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'low', 'district': 'Kandy'}","['KIL155', 'KAN056', 'MAN166', 'AMP249', 'KAN054', 'KAN046']",KAN056,,KAN056,True,4,3.42,
439,2025-09-02 23:32:33,user_63,Boot Failure,"{'budget': 'high', 'urgency': 'low', 'district': 'Gampaha'}","['HAM129', 'TRI215', 'HAM128', 'GAM021', 'MAT072']",GAM021,,GAM021,True,5,0.1,
440,2025-09-15 04:02:33,user_58,Data Recovery,"{'budget': 'medium', 'urgency': 'low', 'district': 'Polonnaruwa'}","['AMP242', 'HAM128', 'KAL035', 'GAM027', 'POL301', 'NUW081', 'RAT358']",POL301,,POL301,True,5,3.31,
441,2025-09-16 21:21:33,user_72,Data Recovery,"{'budget': 'low', 'urgency': 'high', 'district': 'Polonnaruwa'}","['AMP250', 'GAM023', 'KAL032', 'BAT226', 'POL302', 'GAL099', 'POL303']",POL303,,POL303,True,4,1.04,
442,2025-09-07 22:37:33,user_86,PSU / Power Issue,"{'budget': 'low', 'urgency': 'low', 'district': 'Kalutara'}","['KAL040', 'KAL042', 'KAN051', 'MAT111', 'NUW076', 'RAT348']",RAT348,KAL040,KAL040,True,5,2.59,
443,2025-09-20 18:21:33,user_28,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['POL312', 'MON334', 'BAT226', 'MAT070', 'COL004', 'KAL034']",MAT070,COL004,COL004,True,5,2.55,
444,2025-08-20 23:42:33,user_35,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'low', 'district': 'Jaffna'}","['JAF141', 'MAT072', 'VAV202', 'MAT111', 'MAT118', 'POL303', 'MUL182', 'NUW081']",JAF141,MAT111,JAF141,False,2,6.71,
445,2025-08-16 01:13:33,user_30,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Ratnapura'}","['MON336', 'RAT353', 'KAL032', 'KAN057', 'GAM019', 'GAM029']",RAT353,RAT353,RAT353,True,5,0.41,
446,2025-08-29 22:23:33,user_20,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Gampaha'}","['GAM016', 'GAM027', 'TRI214', 'ANU289', 'KAL043']",GAM016,GAM016,GAM016,False,4,5.63,
447,2025-08-24 22:42:33,user_41,PSU / Power Issue,"{'budget': 'high', 'urgency': 'high', 'district': 'Gampaha'}","['AMP243', 'GAM030', 'KIL158', 'BAT229', 'POL303', 'KAN049', 'COL008', 'GAM018']",COL008,,GAM030,True,5,1.19,
448,2025-09-13 05:33:33,user_72,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Kegalle'}","['KUR256', 'KEG361', 'MAT062', 'MAT109', 'KAL036', 'TRI220', 'MUL185']",MAT062,,KEG361,True,4,3.61,
449,2025-08-29 01:18:33,user_85,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Colombo'}","['MAT073', 'MAN180', 'VAV205', 'COL002', 'BAD318', 'MAT106', 'MAN170', 'NUW080']",COL002,MAT106,COL002,True,5,1.75,
450,2025-08-22 20:27:33,user_103,GPU Overheat,"{'budget': 'high', 'urgency': 'low', 'district': 'Vavuniya'}","['COL007', 'JAF136', 'VAV206', 'VAV208', 'TRI211']",VAV206,VAV208,VAV208,True,4,1.83,
451,2025-08-24 04:27:33,user_81,Data Recovery,"{'budget': 'medium', 'urgency': 'high', 'district': 'Gampaha'}","['HAM123', 'POL304', 'GAM025', 'MAT065', 'BAD321', 'BAD319', 'TRI222', 'GAM019']",GAM019,GAM019,GAM019,True,5,2.36,
452,2025-08-21 23:22:33,user_26,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Anuradhapura'}","['AMP241', 'BAD319', 'MAT066', 'POL307', 'NUW080', 'PUT271', 'KAL034', 'ANU291']",ANU291,POL307,ANU291,False,3,3.32,
453,2025-08-16 05:49:33,user_94,OS Installation,"{'budget': 'low', 'urgency': 'high', 'district': 'Polonnaruwa'}","['AMP247', 'HAM121', 'POL304', 'AMP251', 'KAN048', 'BAT228']",POL304,POL304,POL304,True,5,1.2,
454,2025-09-23 23:45:33,user_58,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Mullaitivu'}","['MAT072', 'VAV197', 'GAL091', 'RAT346', 'POL312', 'GAM020', 'MUL192', 'COL006']",MUL192,MUL192,MUL192,True,5,1.57,
455,2025-08-18 20:38:33,user_75,Data Recovery,"{'budget': 'medium', 'urgency': 'high', 'district': 'Galle'}","['MAT110', 'GAL095', 'VAV208', 'MAN167', 'POL302']",GAL095,MAT110,GAL095,True,5,2.81,
456,2025-08-31 18:04:33,user_52,GPU Overheat,"{'budget': 'low', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['NUW080', 'KAL037', 'KAL032', 'COL003', 'NUW076']",NUW076,,NUW076,True,4,1.42,
457,2025-09-18 20:42:33,user_98,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'high', 'district': 'Matara'}","['NUW079', 'AMP242', 'COL006', 'PUT276', 'KUR259', 'MAN167', 'MAT106']",MAT106,MAT106,MAT106,True,5,1.73,
458,2025-09-19 04:55:33,user_100,Data Recovery,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Galle'}","['HAM128', 'HAM122', 'KAL034', 'GAM018', 'GAL097', 'MAT112']",KAL034,,GAL097,True,5,2.05,
459,2025-09-12 02:53:33,user_18,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['ANU287', 'KIL158', 'JAF145', 'KEG361', 'KUR262', 'COL009']",JAF145,,COL009,True,5,1.83,
460,2025-08-15 03:34:33,user_112,Data Recovery,"{'budget': 'medium', 'urgency': 'high', 'district': 'Matara'}","['MAT113', 'COL011', 'HAM132', 'GAM020', 'MON333', 'KAN053']",HAM132,,MAT113,False,1,9.33,
461,2025-09-20 05:49:33,user_95,Data Recovery,"{'budget': 'high', 'urgency': 'low', 'district': 'Ampara'}","['AMP247', 'KAL036', 'MON333', 'TRI214', 'POL303']",AMP247,AMP247,AMP247,False,3,8.86,
462,2025-08-19 21:53:33,user_105,Boot Failure,"{'budget': 'medium', 'urgency': 'low', 'district': 'Monaragala'}","['COL002', 'BAT235', 'ANU296', 'MAN167', 'MON339', 'COL001']",MON339,ANU296,MON339,True,5,1.09,
463,2025-08-23 22:22:33,user_58,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Monaragala'}","['RAT348', 'MON331', 'GAL104', 'RAT347', 'KAN051', 'BAD320', 'KAL036', 'POL313']",MON331,MON331,MON331,True,5,0.9,
464,2025-08-28 19:20:33,user_30,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Monaragala'}","['KEG364', 'MON337', 'KAL031', 'GAL092', 'MUL184', 'ANU294']",MON337,,MON337,True,3,0.64,
465,2025-08-12 22:59:33,user_48,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Badulla'}","['KIL158', 'BAD316', 'MAN166', 'MUL186', 'MAN168', 'GAM026', 'BAT231', 'GAL101']",MAN166,BAD316,BAD316,True,5,1.55,
466,2025-09-16 03:08:33,user_115,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'high', 'district': 'Matara'}","['BAT233', 'KEG362', 'HAM126', 'MAT108', 'POL302', 'JAF142', 'HAM122']",JAF142,,MAT108,True,5,2.72,
467,2025-08-13 20:59:33,user_63,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Monaragala'}","['NUW089', 'MON334', 'AMP246', 'NUW090', 'KUR256', 'BAD322', 'NUW088']",KUR256,,MON334,True,5,0.94,
468,2025-09-16 19:08:33,user_67,Boot Failure,"{'budget': 'low', 'urgency': 'medium', 'district': 'Hambantota'}","['POL301', 'ANU287', 'MON332', 'GAL094', 'HAM123']",HAM123,,HAM123,True,5,1.77,
469,2025-09-08 21:14:33,user_10,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Trincomalee'}","['BAD321', 'VAV196', 'KUR256', 'GAL093', 'TRI219']",TRI219,,TRI219,True,5,2.08,
470,2025-08-22 03:58:33,user_68,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Monaragala'}","['KUR258', 'KAL032', 'MON331', 'POL303', 'GAL094', 'MON340']",MON331,MON331,MON331,True,5,2.7,
471,2025-08-16 19:43:33,user_96,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Galle'}","['MUL186', 'RAT358', 'POL311', 'NUW086', 'GAL092', 'KUR263', 'MON331', 'GAL097']",GAL092,GAL092,GAL092,True,5,1.26,
472,2025-08-27 00:19:33,user_33,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Batticaloa'}","['KAL032', 'COL003', 'BAT235', 'MON335', 'GAM029', 'MAN175', 'MAN176', 'POL303']",MAN175,,BAT235,True,4,3.54,
473,2025-08-25 00:30:33,user_34,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['MUL182', 'KAN054', 'GAM021', 'HAM128', 'COL010']",HAM128,,COL010,True,5,1.63,
474,2025-08-27 02:53:33,user_77,Boot Failure,"{'budget': 'medium', 'urgency': 'high', 'district': 'Gampaha'}","['MAT062', 'GAM019', 'MON334', 'VAV208', 'KAL038', 'GAM030']",GAM019,,GAM019,True,4,1.82,
475,2025-09-09 00:16:33,user_9,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'high', 'district': 'Hambantota'}","['MAT073', 'HAM126', 'KAN052', 'BAD317', 'GAM027', 'GAM022', 'BAD324']",HAM126,,HAM126,True,4,2.4,
476,2025-08-28 03:10:33,user_53,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'high', 'district': 'Colombo'}","['KEG374', 'COL009', 'PUT274', 'GAM024', 'MAN166', 'COL003']",COL009,COL009,COL009,True,5,2.92,
477,2025-09-11 00:21:33,user_34,SSD Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Nuwara Eliya'}","['KAL040', 'GAL105', 'AMP242', 'NUW077', 'VAV199', 'KAN058', 'MAN178']",NUW077,NUW077,NUW077,True,5,1.06,
478,2025-08-17 19:51:33,user_15,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'low', 'district': 'Vavuniya'}","['HAM124', 'POL312', 'COL004', 'VAV202', 'VAV203', 'AMP243', 'KAL033']",VAV202,,VAV202,True,4,1.05,
479,2025-09-24 00:56:33,user_56,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'high', 'district': 'Kandy'}","['PUT273', 'PUT282', 'KEG362', 'MAT073', 'KAN048', 'KIL156', 'KAN053']",KAN053,PUT273,KAN053,True,4,3.55,
480,2025-09-17 05:27:33,user_31,OS Installation,"{'budget': 'high', 'urgency': 'low', 'district': 'Kandy'}","['NUW082', 'VAV202', 'ANU289', 'KAN058', 'POL304', 'KUR258', 'GAM029']",KAN058,,KAN058,True,4,0.94,
481,2025-08-16 18:26:33,user_104,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'high', 'district': 'Monaragala'}","['TRI213', 'GAM016', 'NUW085', 'MON339', 'PUT285', 'COL003', 'MON343']",MON339,MON339,MON339,False,1,4.34,
482,2025-08-15 03:29:33,user_105,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'low', 'district': 'Ratnapura'}","['MAT111', 'GAL102', 'COL005', 'RAT349', 'HAM132']",RAT349,COL005,RAT349,True,5,3.15,
483,2025-09-03 20:20:33,user_49,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'low', 'district': 'Gampaha'}","['MAT120', 'GAM020', 'MAT068', 'MAN170', 'JAF141', 'PUT278', 'NUW084']",NUW084,GAM020,GAM020,False,2,5.58,
484,2025-08-17 22:18:33,user_110,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Vavuniya'}","['GAM021', 'VAV196', 'KEG364', 'GAL101', 'KIL160', 'RAT348', 'ANU286']",VAV196,,VAV196,True,4,1.03,
485,2025-08-20 03:37:33,user_29,OS Installation,"{'budget': 'low', 'urgency': 'high', 'district': 'Hambantota'}","['MAT116', 'HAM133', 'GAL100', 'KAL031', 'ANU286']",HAM133,MAT116,HAM133,True,5,1.83,
486,2025-09-14 19:23:33,user_9,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Kalutara'}","['AMP241', 'GAL099', 'KAL045', 'MON339', 'MON334', 'KIL153', 'RAT350']",KAL045,KAL045,KAL045,True,5,4.74,
487,2025-08-19 02:07:33,user_104,OS Installation,"{'budget': 'low', 'urgency': 'low', 'district': 'Vavuniya'}","['NUW077', 'GAL105', 'NUW087', 'VAV208', 'KEG372', 'BAT229', 'POL310', 'GAM029']",VAV208,,VAV208,True,5,0.13,
488,2025-08-13 01:14:33,user_118,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kalutara'}","['KAL033', 'COL002', 'KUR257', 'POL302', 'MON332', 'MAT061', 'NUW079', 'HAM125']",KAL033,POL302,KAL033,False,2,9.29,
489,2025-09-22 05:22:33,user_40,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kalutara'}","['KAL039', 'JAF145', 'VAV208', 'KIL161', 'JAF139']",KAL039,KAL039,KAL039,True,4,1.51,
490,2025-09-24 00:45:33,user_24,Data Recovery,"{'budget': 'high', 'urgency': 'low', 'district': 'Vavuniya'}","['VAV197', 'RAT352', 'TRI218', 'VAV200', 'HAM135']",VAV200,VAV200,VAV200,True,4,2.3,
491,2025-08-14 01:28:33,user_7,RAM Upgrade,"{'budget': 'high', 'urgency': 'high', 'district': 'Polonnaruwa'}","['JAF137', 'KEG361', 'MAN171', 'MAT068', 'AMP244', 'MAT061', 'POL315']",POL315,POL315,POL315,True,4,1.74,
492,2025-09-01 05:54:33,user_117,SSD Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Gampaha'}","['KAN055', 'GAM021', 'KEG370', 'MUL182', 'VAV196', 'BAD319', 'KAL031']",GAM021,GAM021,GAM021,True,4,0.63,
493,2025-08-30 02:22:33,user_16,RAM Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Matara'}","['GAM025', 'KAN049', 'MAT116', 'TRI220', 'NUW085', 'VAV202', 'MAT110']",MAT110,MAT110,MAT110,True,4,4.45,
494,2025-08-12 23:49:33,user_19,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kalutara'}","['BAD317', 'GAM029', 'KUR257', 'KAL032', 'VAV203']",BAD317,KUR257,KAL032,True,5,0.68,
495,2025-08-17 21:34:33,user_78,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Mannar'}","['MAN180', 'GAM028', 'VAV209', 'PUT275', 'VAV206', 'HAM121']",MAN180,MAN180,MAN180,False,2,3.8,
496,2025-08-30 04:45:33,user_95,Laptop Screen Repair,"{'budget': 'low', 'urgency': 'high', 'district': 'Colombo'}","['RAT354', 'BAT226', 'NUW082', 'COL008', 'BAD320', 'COL009']",COL008,COL008,COL008,True,4,0.94,
497,2025-09-21 20:23:33,user_92,Boot Failure,"{'budget': 'medium', 'urgency': 'high', 'district': 'Mullaitivu'}","['COL014', 'MUL181', 'MUL187', 'AMP250', 'HAM124', 'MAT069']",MUL187,,MUL187,True,5,2.07,
498,2025-08-12 03:55:33,user_53,Boot Failure,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Colombo'}","['RAT348', 'HAM124', 'RAT351', 'GAM025', 'GAL102', 'HAM122', 'COL012']",COL012,COL012,COL012,True,5,1.95,
499,2025-09-12 22:17:33,user_40,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kurunegala'}","['COL007', 'KAN057', 'GAM022', 'KUR270', 'KAL033', 'MUL184', 'POL302']",KUR270,,KUR270,True,5,1.59,
500,2025-09-09 03:21:33,user_102,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Gampaha'}","['AMP241', 'GAM021', 'MUL187', 'PUT273', 'KAN048', 'MAT069']",MUL187,,GAM021,True,4,1.17,
